id	device_type	instrument_type	wattage	purpose	position	unit_number	color	dimmer	channel	address	universe	u_address	circuit_number	circuit_name	system	user_field_1	user_field_2	user_field_3	user_field_4	user_field_5	user_field_6	num_channels	frame_size	field_angle	field_angle_2	beam_angle	beam_angle_2	weight	gobo_1	gobo_1_rotation	gobo_2	gobo_2_rotation	gobo_shift	mark	draw_beam	draw_beam_as_3d_solid	use_vertical_beam	show_beam_at	falloff_distance	lamp_rotation_angle	top_shutter_depth	top_shutter_angle	left_shutter_depth	left_shutter_angle	right_shutter_depth	right_shutter_angle	bottom_shutter_depth	bottom_shutter_angle	symbol_name	use_legend	flip_front_and_back_legend_text	flip_left_and_right_legend_text	focus	set_3d_orientation	x_rotation	y_rotation	x_location	y_location	z_location	fixtureid	__uid	accessories	created_at	updated_at	production_id
100	Light	PAR 64 MFL	1KW	PAR HIGH SIDES SR	C1	3	-	137	-	-	-	-	-	-	A	-	-	-	-	-	-	1	10	45°	17°	22°	12°	8lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par64 MFL*#	FOH	False	False	-	False	0	0	-24'10.331	23'8.034	0	-	1591.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
101																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
102	Light	PAR 64 MFL	1KW	PAR HIGH SIDES SL	B5	6	-	324	-	-	-	-	-	-	A	-	-	-	-	-	-	1	10	45°	17°	22°	12°	8lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par64 MFL*#	FOH	False	False	-	False	0	0	23'6.349	34'2.854	0	-	1563.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
103																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
104	Light	PAR 64 MFL	1KW	PAR HIGH SIDES SL	C5	7	-	313	-	-	-	-	-	-	A	-	-	-	-	-	-	1	10	45°	17°	22°	12°	8lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par64 MFL*#	FOH	False	False	-	False	0	0	23'9.591	23'5.447	0	-	1582.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
105																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
106	Light	Source 4 19º	575W	-	C1	4	-	136	-	-	-	-	-	-	A	-	IRIS	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	-	False	0	0	-23'3.671	26'3.622	0	-	1934.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
107																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
108	Static Accessory	Iris	-	-	C1	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Iris	-	False	False	-	False	0	0	-22'5.094	26'3.622	216'0	-	1935.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
109																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
110	Static Accessory	Iris	-	-	B3	9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Iris	-	False	False	-	False	0	0	-7.554	35'.111	216'0	-	1941.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
111																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
112	Light	Source 4 19º	575W	-	C3	1	-	249	-	-	-	-	-	-	A	-	IRIS	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	-	False	0	0	-7.857	28'5.534	0	-	1944.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
113																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
114	Static Accessory	Iris	-	-	C3	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Iris	-	False	False	-	False	0	0	-7.857	29'4.454	216'0	-	1945.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
115																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
116	Light	Source 4 19º	575W	-	C5	6	-	322	-	-	-	-	-	-	A	-	IRIS	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	-	False	0	0	21'8.669	26'6.111	0	-	1956.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
117																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
118	Static Accessory	Iris	-	-	C5	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Iris	-	False	False	-	False	0	0	21'1.516	26'6.111	216'0	-	1957.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
119																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
120	Light	Source 4 19º	575W	-	D5	6	-	316	-	-	-	-	-	-	A	-	IRIS	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	-	False	0	0	22'5.123	16'3.246	0	-	1960.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
121																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
122	Static Accessory	Iris	-	-	D5	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Iris	-	False	False	-	False	0	0	21'6.971	16'3.246	216'0	-	1961.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
123																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
124	Light	Source 4 19º	575W	-	D2	2	-	207	-	-	-	-	-	-	A	-	IRIS	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	-	False	0	0	-6'8.739	19'2.811	0	-	1966.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
125																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
126	Static Accessory	Iris	-	-	D2	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Iris	-	False	False	-	False	0	0	-6'8.739	20'1.046	216'0	-	2211.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
127																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
289																																																															2016-02-01 19:44:46 UTC	2016-02-01 19:44:46 UTC	1
128	Light	6 Fresnel	1kw	BACK C	CATWALK UP STAGE-1	10	-	48	-	-	-	-	-	-	A	-	-	-	-	-	-	0	7.5	75°	17°	13°	12°	11.1lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	6 Fresnel	FOH	False	False	-	False	0	0	-22'4.685	64'1.636	216'0	-	1712.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
129																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
130	Light	6 Fresnel	1kw	BACK W	CATWALK UP STAGE-1	9	-	55	-	-	-	-	-	-	A	-	-	-	-	-	-	0	7.5	75°	17°	13°	12°	11.1lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	6 Fresnel	FOH	False	False	-	False	0	0	-16'11.099	64'1.078	216'0	-	2212.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
131																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
132	Light	6 Fresnel	1kw	BACK C	CATWALK UP STAGE-1	8	-	56	-	-	-	-	-	-	A	-	-	-	-	-	-	0	7.5	75°	17°	13°	12°	11.1lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	6 Fresnel	FOH	False	False	-	False	0	0	-12'11.099	64'1.078	216'0	-	1714.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
133																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
134	Light	6 Fresnel	1kw	BACK W	CATWALK UP STAGE-1	7	-	57	-	-	-	-	-	-	A	-	-	-	-	-	-	0	7.5	75°	17°	13°	12°	11.1lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	6 Fresnel	FOH	False	False	-	False	0	0	-7'6.465	64'1.636	216'0	-	2213.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
135																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
136	Light	6 Fresnel	1kw	BACK C	CATWALK UP STAGE-1	6	-	63	-	-	-	-	-	-	A	-	-	-	-	-	-	0	7.5	75°	17°	13°	12°	11.1lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	6 Fresnel	FOH	False	False	-	False	0	0	-2'10.764	64'1.636	216'0	-	2214.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
137																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
138	Light	6 Fresnel	1kw	BACK W	CATWALK UP STAGE-1	5	-	61	-	-	-	-	-	-	A	-	-	-	-	-	-	0	7.5	75°	17°	13°	12°	11.1lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	6 Fresnel	FOH	False	False	-	False	0	0	3'1.315	64'1.636	216'0	-	2215.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
139																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
140	Light	6 Fresnel	1kw	BACK C	CATWALK UP STAGE-1	4	-	68	-	-	-	-	-	-	A	-	-	-	-	-	-	0	7.5	75°	17°	13°	12°	11.1lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	6 Fresnel	FOH	False	False	-	False	0	0	7'7.819	64'1.636	216'0	-	2216.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
141																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
142	Light	6 Fresnel	1kw	BACK W	CATWALK UP STAGE-1	3	-	69	-	-	-	-	-	-	A	-	-	-	-	-	-	0	7.5	75°	17°	13°	12°	11.1lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	6 Fresnel	FOH	False	False	-	False	0	0	12'10.527	64'.596	216'0	-	2217.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
143																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
144	Light	6 Fresnel	1kw	BACK C	CATWALK UP STAGE-1	2	-	73	-	-	-	-	-	-	A	-	-	-	-	-	-	0	7.5	75°	17°	13°	12°	11.1lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	6 Fresnel	FOH	False	False	-	False	0	0	17'3.929	64'1.636	216'0	-	2218.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
145																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
146	Light	6 Fresnel	1kw	BACK W	CATWALK UP STAGE-1	1	-	74	-	-	-	-	-	-	A	-	-	-	-	-	-	0	7.5	75°	17°	13°	12°	11.1lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	6 Fresnel	FOH	False	False	-	False	0	0	22'6.648	64'1.122	216'0	-	1721.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
147																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
148	Light	PAR64 NSP	1K	CURTAIN WARMER	CATWALK US sidearm	10	-	54	-	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	0	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	PAR64 NSP	FOH	False	False	-	False	0	0	-5'11.782	62'8.876	0	-	1729.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
149																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
150	Light	PAR64 NSP	1K	CURTAIN WARMER	CATWALK US sidearm	8	-	60	-	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	0	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	PAR64 NSP	FOH	False	False	-	False	0	0	-1'5.874	62'8.876	0	-	1730.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
151																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
152	Light	PAR64 NSP	1K	CURTAIN WARMER	CATWALK US sidearm	7	-	59	-	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	0	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	PAR64 NSP	FOH	False	False	-	False	0	0	1'5.126	62'8.876	0	-	1731.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
153																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
154	Light	PAR64 NSP	1K	CURTAIN WARMER	CATWALK US sidearm	5	-	58	-	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	0	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	PAR64 NSP	FOH	False	False	-	False	0	0	6'.929	62'8.876	0	-	1732.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
155																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
156	Static Accessory	7.5 4 Leaf Barn Door	-	-	CATWALK UP STAGE-1	7	-	-	-	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	7.5 2 Leaf Barn Door	-	False	False	-	False	0	0	-12'11.224	63'5.689	216'0	-	2223.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
157																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
158	Static Accessory	7.5 4 Leaf Barn Door	-	-	CATWALK UP STAGE-1	6	-	-	-	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	7.5 2 Leaf Barn Door	-	False	False	-	False	0	0	-7'6.293	63'6.589	216'0	-	2224.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
159																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
160	Static Accessory	7.5 4 Leaf Barn Door	-	-	CATWALK UP STAGE-1	5	-	-	-	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	7.5 2 Leaf Barn Door	-	False	False	-	False	0	0	-2'10.592	63'6.589	216'0	-	2225.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
161																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
162	Static Accessory	7.5 4 Leaf Barn Door	-	-	CATWALK UP STAGE-1	4	-	-	-	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	7.5 2 Leaf Barn Door	-	False	False	-	False	0	0	3'1.364	63'6.8	216'0	-	2226.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
163																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
164	Static Accessory	7.5 4 Leaf Barn Door	-	-	CATWALK UP STAGE-1	3	-	-	-	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	7.5 2 Leaf Barn Door	-	False	False	-	False	0	0	7'8.036	63'6.687	216'0	-	2227.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
165																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
166	Static Accessory	7.5 4 Leaf Barn Door	-	-	CATWALK UP STAGE-1	2	-	-	-	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	7.5 2 Leaf Barn Door	-	False	False	-	False	0	0	12'10.402	63'5.647	216'0	-	2228.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
167																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
979																																																															2016-02-01 20:26:31 UTC	2016-02-01 20:26:31 UTC	1
168	Static Accessory	7.5 2 Leaf Barn Door	-	-	CATWALK UP STAGE-1	9	-	-	-	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	7.5 2 Leaf Barn Door	-	False	False	-	False	0	0	-16'11.224	63'6.649	216'0	-	2229.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
169																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
170	Light	Source 4 19º	575W	-	E2	5	-	197	-	-	-	-	-	-	A	-	IRIS	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	-	False	0	0	-10'7.071	3'5.534	0	-	2244.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
171																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
172	Static Accessory	Iris	-	-	E2	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Iris	-	False	False	-	False	0	0	-10'7.071	4'.687	216'0	-	2245.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
173																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
174	Light	Source 4 19º	575W	-	E3	2	-	194	-	-	-	-	-	-	A	-	IRIS	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	-	False	0	0	-7.331	3'6.534	0	-	2248.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
175																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
176	Static Accessory	Iris	-	-	E3	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Iris	-	False	False	-	False	0	0	-7.331	4'5.111	216'0	-	2249.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
177																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
178	Light	Source 4 19º	575W	-	E4	2	-	229	-	-	-	-	-	-	A	-	IRIS	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	-	False	0	0	9'6.357	3'7.491	0	-	2252.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
179																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
180	Static Accessory	Iris	-	-	E4	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Iris	-	False	False	-	False	0	0	9'6.357	4'5.726	216'0	-	2253.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
181																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
182	Light	Source 4 19º	575W	-	E5	4	-	302	-	-	-	-	-	-	A	-	IRIS	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	-	False	0	0	22'1.669	6'4.297	0	-	2256.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
183																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
184	Static Accessory	Iris	-	-	E5	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Iris	-	False	False	-	False	0	0	21'3.434	6'4.297	216'0	-	2257.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
185																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
186	Light	Source 4 36º	575W	HIGH SIDES SL	CATWALK LEFT	4	-	102	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	-	False	0	0	30'11.001	26'10.438	216'0	-	1532.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
187																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
188	Light	Source 4 26º	575W	HIGH SIDES SL	CATWALK LEFT	9	-	91	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	-	False	0	0	30'11.001	38'5.255	216'0	-	1554.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
189																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
190	Light	Source 4 26º	575W	HIGH SIDE SL	CATWALK LEFT	7	-	92	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	-	False	0	0	30'9.701	34'5.93	216'0	-	1651.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
191																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
192	Light	Source 4 36º	575W	HIGH SIDE SL	CATWALK LEFT	6	-	95	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	-	False	0	0	30'9.701	33'3.676	216'0	-	1654.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
193																																																															2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
194	Light	Source 4 26º	575W	HIGH SIDES SL	CATWALK LEFT	17	-	79	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	-	False	0	0	30'11.001	57'10.925	216'0	-	1552.1.1.0.0	-	2016-02-01 19:44:45 UTC	2016-02-01 19:44:45 UTC	1
195																																																															2016-02-01 19:44:46 UTC	2016-02-01 19:44:46 UTC	1
196	Light	Source 4 26º	575W	HIGH SIDES SL	CATWALK LEFT	13	-	85	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	-	False	0	0	30'11.001	48'5.588	216'0	-	1553.1.1.0.0	-	2016-02-01 19:44:46 UTC	2016-02-01 19:44:46 UTC	1
197																																																															2016-02-01 19:44:46 UTC	2016-02-01 19:44:46 UTC	1
198	Light	Source 4 26º	575W	HIGH SIDE SL	CATWALK LEFT	15	-	80	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	-	False	0	0	30'9.701	54'4.933	216'0	-	1649.1.1.0.0	-	2016-02-01 19:44:46 UTC	2016-02-01 19:44:46 UTC	1
